Instance,Income
112514,57144.12758
112515,72819.56282
112516,108799.0911
112517,16174.06929
112518,73874.96211
112519,20821.51165
112520,23036.1061
112521,137392.0514
112522,51766.91125
112523,23816.09914
112524,77247.48453
112525,6542.103111
112526,11041.48623
112527,47078.37488
112528,36384.24733
112529,18643.97292
112530,118112.1204
112531,167890.8671
112532,163812.4363
112533,141138.9243
112534,228746.7645
112535,49305.61703
112536,92664.10788
112537,46374.54797
112538,14680.0226
112539,181944.1442
112540,29296.79553
112541,78603.34806
112542,175065.3276
112543,64845.35344
112544,178971.5963
112545,37615.85273
112546,33995.67643
112547,95208.90974
112548,342677.7883
112549,89493.68858
112550,141344.6455
112551,7559.906448
112552,140165.4404
112553,56591.93989
112554,80383.50233
112555,25594.26163
112556,101748.2114
112557,61067.15188
112558,91579.37836
112559,39788.7254
112560,24441.91847
112561,140007.1851
112562,27012.97069
112563,143429.5272
112564,440299.3829
112565,117481.1064
112566,36330.67555
112567,41059.6792
112568,27171.6657
112569,167915.6029
112570,39047.40952
112571,137584.0145
112572,168834.0515
112573,27722.79977
112574,71199.65587
112575,94969.25307
112576,69564.16833
112577,312959.897
112578,340409.3368
112579,94063.23104
112580,142330.3921
112581,38319.44869
112582,19840.26426
112583,9487.203555
112584,198462.3524
112585,40857.18489
112586,29776.70171
112587,152813.3304
112588,52550.20899
112589,259139.8212
112590,10840.64741
112591,90220.02436
112592,38221.23745
112593,18814.95206
112594,32470.73089
112595,43164.16359
112596,66182.07298
112597,53468.39433
112598,55884.61267
112599,6781.645493
112600,24508.83826
112601,195845.0506
112602,23308.32136
112603,93280.85793
112604,168485.6216
112605,16940.35576
112606,48126.81923
112607,34907.69001
112608,66211.9808
112609,121582.7404
112610,56603.5504
112611,144883.055
112612,178589.6909
112613,90343.55711
112614,154302.4706
112615,71073.34473
112616,76308.53405
112617,61382.02086
112618,285101.1033
112619,40112.27105
112620,30126.87251
112621,39506.82849
112622,91952.43795
112623,105134.7049
112624,38383.10407
112625,47354.78901
112626,158145.3193
112627,34449.3398
112628,47572.13025
112629,55062.20067
112630,53055.85442
112631,55787.2424
112632,173493.9055
112633,145523.2059
112634,48644.9087
112635,55323.33718
112636,72112.36666
112637,196851.6869
112638,22715.98691
112639,40079.40616
112640,30148.12861
112641,36298.87
112642,327961.9505
112643,44335.2031
112644,106870.6702
112645,77480.87193
112646,7903.820762
112647,35551.98361
112648,67859.57188
112649,33795.22382
112650,19492.16993
112651,43998.90677
112652,19746.92673
112653,39090.4998
112654,51577.74672
112655,32973.97342
112656,12412.85675
112657,337123.0948
112658,806891.7954
112659,98307.38501
112660,43711.82315
112661,160013.7526
112662,78955.47156
112663,113360.4769
112664,323167.5577
112665,356831.7641
112666,107584.0593
112667,28185.61236
112668,43342.42182
112669,89603.84593
112670,7805.043733
112671,246084.803
112672,102393.9719
112673,75693.16233
112674,28881.90822
112675,35541.36551
112676,32390.22659
112677,39701.256
112678,21754.30219
112679,135901.2203
112680,138598.5715
112681,26466.50648
112682,96492.1424
112683,4314.440973
112684,241003.5244
112685,52881.15911
112686,37971.02889
112687,18579.29989
112688,28106.68262
112689,122165.9929
112690,27125.42387
112691,59896.89035
112692,31921.03074
112693,148895.3271
112694,38240.05523
112695,134934.9481
112696,210982.2918
112697,120001.1466
112698,69877.54406
112699,532675.6231
112700,254563.692
112701,345852.5612
112702,127883.4985
112703,34428.00647
112704,43791.94943
112705,151676.6548
112706,71908.75512
112707,37893.19355
112708,155091.3874
112709,159596.2262
112710,52812.22909
112711,112651.4932
112712,9148.708766
112713,48416.1903
112714,126090.8992
112715,141617.2825
112716,40590.55371
112717,19729.17002
112718,102091.8155
112719,29577.11124
112720,31751.31703
112721,38013.66167
112722,50483.0196
112723,31654.13999
112724,68474.24583
112725,56505.1941
112726,5123.06084
112727,63078.28926
112728,112446.9034
112729,55876.80141
112730,38539.02817
112731,50065.28936
112732,19007.60313
112733,70369.32653
112734,292441.7933
112735,14157.01292
112736,57610.60685
112737,48016.74518
112738,464136.8672
112739,27316.15448
112740,63425.80774
112741,11116.81742
112742,14921.8051
112743,36922.65976
112744,109557.0494
112745,121657.9638
112746,54278.08372
112747,60013.79582
112748,269221.7081
112749,63398.9262
112750,4329.608871
112751,583508.8223
112752,40141.61576
112753,21488.55068
112754,70661.92494
112755,45135.92954
112756,68638.8818
112757,86551.66401
112758,15013.53659
112759,4478.56008
112760,30746.74355
112761,74830.65636
112762,365905.3306
112763,26509.15838
112764,120465.765
112765,29818.76762
112766,62708.44848
112767,692434.8614
112768,17596.40277
112769,99754.46605
112770,44761.67671
112771,76018.99878
112772,9919.751427
112773,109079.1508
112774,21151.23942
112775,51297.4604
112776,34616.49852
112777,36669.3335
112778,663383.8316
112779,223537.3062
112780,151999.434
112781,90034.62837
112782,44688.32229
112783,50847.8767
112784,33262.73822
112785,15296.36358
112786,100211.604
112787,31175.08819
112788,56403.16116
112789,68165.19852
112790,156471.7174
112791,174517.6122
112792,13070.87824
112793,78362.89373
112794,572957.1919
112795,32503.30802
112796,51332.86915
112797,55268.06111
112798,76837.86288
112799,86861.58134
112800,32075.00369
112801,15955.82768
112802,118610.7117
112803,381355.0902
112804,19420.53899
112805,49064.29179
112806,30240.3824
112807,24003.28895
112808,256872.0392
112809,37359.98911
112810,164023.0274
112811,152261.8255
112812,101807.3114
112813,203457.6349
112814,53346.49201
112815,42774.51335
112816,35928.95214
112817,70747.80586
112818,45182.64581
112819,65935.74687
112820,300298.2254
112821,22461.56014
112822,41123.1207
112823,56261.74988
112824,31875.47873
112825,26463.09886
112826,57147.05132
112827,29255.10566
112828,71949.64271
112829,23853.31729
112830,68954.0989
112831,80376.46889
112832,61957.0472
112833,90777.82487
112834,45624.17685
112835,145760.0992
112836,37556.60286
112837,137893.8516
112838,322080.5235
112839,48804.45096
112840,165158.1173
112841,75735.71122
112842,158573.899
112843,46751.97688
112844,21734.64053
112845,62173.73189
112846,232760.2552
112847,51052.756
112848,156353.8337
112849,124609.1436
112850,132775.7458
112851,327274.7354
112852,30701.17491
112853,227723.4838
112854,33961.49783
112855,299727.6011
112856,43225.806
112857,34001.05375
112858,47155.93015
112859,130950.3161
112860,35077.65112
112861,179516.3778
112862,12788.43756
112863,85139.54261
112864,203079.706
112865,10453.07026
112866,228767.5661
112867,8867.050481
112868,48426.79793
112869,92232.14795
112870,69537.14742
112871,158800.0762
112872,40274.36355
112873,118084.2521
112874,87444.68634
112875,91557.54392
112876,178494.2005
112877,36800.18093
112878,443429.3954
112879,388807.9919
112880,59404.7281
112881,43135.37204
112882,391105.0811
112883,31128.05722
112884,24284.99093
112885,57694.26653
112886,93855.93109
112887,20828.49088
112888,118395.9143
112889,72607.91767
112890,203540.1975
112891,139712.5429
112892,55755.56447
112893,35981.31019
112894,253367.1777
112895,23307.74818
112896,593.5363781
112897,42700.78726
112898,126521.9256
112899,26285.69015
112900,55604.31895
112901,71581.30623
112902,20503.05058
112903,181227.5985
112904,180910.2218
112905,47225.53748
112906,58964.40972
112907,9415.199273
112908,11679.49713
112909,458944.5801
112910,123011.4016
112911,58926.72406
112912,17093.4863
112913,67370.13301
112914,11022.07914
112915,276404.8439
112916,246549.6754
112917,83045.28776
112918,60616.37027
112919,45946.1332
112920,40550.47521
112921,24932.63704
112922,150734.1026
112923,90250.2282
112924,73520.38967
112925,171835.744
112926,18994.11759
112927,5819.907961
112928,34139.52459
112929,87487.68292
112930,447633.5933
112931,64329.26142
112932,216588.5067
112933,12114.23372
112934,47292.73778
112935,75645.69369
112936,153884.9706
112937,430354.0997
112938,60915.27158
112939,27110.0386
112940,35615.93501
112941,384141.7571
112942,27516.37631
112943,259672.3242
112944,54985.50702
112945,97718.49657
112946,48849.43192
112947,30282.7592
112948,48074.04078
112949,56209.50199
112950,144724.1385
112951,48549.53584
112952,24083.05205
112953,42024.89181
112954,72044.15505
112955,27717.85501
112956,25800.76633
112957,12815.58335
112958,462894.7834
112959,38006.3115
112960,48977.148
112961,265753.1812
112962,61142.2447
112963,100519.1639
112964,21846.02469
112965,44734.10826
112966,676087.7983
112967,39738.79516
112968,17489.27331
112969,41623.0528
112970,28126.05079
112971,64273.56448
112972,204885.1272
112973,52552.4754
112974,54918.52593
112975,47307.13456
112976,27950.20568
112977,11014.6887
112978,89615.35228
112979,252013.5632
112980,567481.7369
112981,38566.04541
112982,37553.09151
112983,84282.57032
112984,18087.72079
112985,18958.02902
112986,28180.18078
112987,25463.27133
112988,36369.29913
112989,72260.55904
112990,85999.37011
112991,30262.19407
112992,8741.309424
112993,129866.2558
112994,15642.28056
112995,201020.9988
112996,28104.91655
112997,428187.1492
112998,46223.82913
112999,50063.5799
113000,22993.52808
113001,52615.93983
113002,21088.64267
113003,79931.0586
113004,122444.4424
113005,20458.54616
113006,41891.73409
113007,30974.2934
113008,10603.21362
113009,34537.50218
113010,34955.25811
113011,24515.41516
113012,23384.91842
113013,51904.10147
113014,77494.52345
113015,184078.7573
113016,347636.9745
113017,83866.38221
113018,46502.56445
113019,113528.7471
113020,45157.66889
113021,42236.30366
113022,37970.84904
113023,45388.82303
113024,57099.7657
113025,9798.596338
113026,11809.52052
113027,42000.20401
113028,33671.31796
113029,141270.6712
113030,47123.46779
113031,63297.37767
113032,10162.62015
113033,98950.30068
113034,38659.80776
113035,35529.81332
113036,159546.7192
113037,97765.21199
113038,60473.62475
113039,97446.64683
113040,38105.93419
113041,23130.24793
113042,192139.7499
113043,29607.67192
113044,393331.8656
113045,959560.0016
113046,47099.03192
113047,17519.34549
113048,33675.40933
113049,145043.4257
113050,96056.57948
113051,217897.5729
113052,27591.26417
113053,69280.75127
113054,53208.0209
113055,37411.84692
113056,81315.16616
113057,36943.08812
113058,25352.58608
113059,85476.04212
113060,69366.68099
113061,48444.14021
113062,69965.44045
113063,164928.5798
113064,81320.81391
113065,43472.84947
113066,17144.64141
113067,74253.46258
113068,130399.2537
113069,14387.11501
113070,87528.16692
113071,123388.7739
113072,40323.61192
113073,321100.6565
113074,155035.2566
113075,34994.75223
113076,90017.44916
113077,34857.74819
113078,43277.81624
113079,50750.56221
113080,62772.95654
113081,51751.03461
113082,35551.23118
113083,56008.29331
113084,84788.98325
113085,24177.03672
113086,185200.9645
113087,596857.1357
113088,34026.14624
113089,337037.9964
113090,27697.42466
113091,51680.28341
113092,76900.30516
113093,46644.7729
113094,156540.1356
113095,221137.0348
113096,24769.66701
113097,40135.5222
113098,196950.8056
113099,23222.52643
113100,49294.81132
113101,373165.7948
113102,204748.1453
113103,45683.67733
113104,19316.38428
113105,17911.17998
113106,100621.8987
113107,120150.361
113108,144726.1008
113109,21767.72038
113110,67512.2261
113111,139386.8648
113112,75421.46103
113113,114198.8976
113114,34900.81837
113115,110054.9454
113116,82777.05611
113117,155349.9762
113118,8117.514833
113119,155856.7418
113120,64296.78849
113121,39310.72347
113122,144815.148
113123,560905.0575
113124,23242.30788
113125,150630.963
113126,116368.9368
113127,67761.10953
113128,22426.5512
113129,190854.6272
113130,146993.3922
113131,43529.76343
113132,117642.1093
113133,99228.97508
113134,330046.2209
113135,102542.329
113136,79139.48292
113137,24582.2442
113138,87472.31916
113139,86685.30041
113140,150883.085
113141,72826.94649
113142,13823.09881
113143,69298.29141
113144,191047.1078
113145,88958.86771
113146,64833.52398
113147,29379.99283
113148,171343.8041
113149,43789.39979
113150,36007.77062
113151,36786.48761
113152,39048.39092
113153,150621.7273
113154,122769.6735
113155,58741.54346
113156,986186.0241
113157,148700.3234
113158,33858.91058
113159,239179.7973
113160,13014.16763
113161,197518.8528
113162,66028.03869
113163,27603.8123
113164,44266.15714
113165,239136.1006
113166,20274.05456
113167,123047.8468
113168,36463.57507
113169,63052.84682
113170,179185.2155
113171,46213.07323
113172,119131.2174
113173,21202.07199
113174,83473.82272
113175,62107.64881
113176,80699.53943
113177,93530.95247
113178,40413.2665
113179,9652.981577
113180,16829.0657
113181,53014.79826
113182,25662.80476
113183,32168.51903
113184,41788.66929
113185,81575.40714
113186,137371.8124
113187,167221.4589
113188,11443.7408
113189,120827.8529
113190,21376.99156
113191,17287.35275
113192,30598.64799
113193,87419.51826
113194,63781.69879
113195,206215.2526
113196,38136.65823
113197,658260.8446
113198,82235.64709
113199,45178.90275
113200,24252.2988
113201,31505.83107
113202,14486.45451
113203,22466.72637
113204,120408.6114
113205,625521.8178
113206,74560.81091
113207,27474.13723
113208,183618.3674
113209,101931.2403
113210,102990.7099
113211,40903.60807
113212,93789.44837
113213,56871.51206
113214,37557.82948
113215,74100.66378
113216,52289.47127
113217,18258.06029
113218,40176.98699
113219,11058.69324
113220,231350.7155
113221,24097.7263
113222,13283.55341
113223,126153.3692
113224,29874.12256
113225,61242.11049
113226,44304.86357
113227,61542.89256
113228,38121.68586
113229,7497.216877
113230,30594.632
113231,39457.44471
113232,334341.7283
113233,56258.69477
113234,42925.54757
113235,135714.8996
113236,46866.78837
113237,252511.6159
113238,74448.77046
113239,31138.86558
113240,72032.28553
113241,116968.894
113242,134357.6257
113243,55991.33118
113244,32181.7695
113245,72519.58219
113246,55146.95844
113247,61077.02564
113248,67096.66333
113249,84950.30031
113250,248137.4838
113251,79969.76046
113252,36135.1144
113253,5337.669511
113254,69467.23996
113255,201921.6291
113256,31542.27714
113257,173261.5146
113258,36501.44667
113259,30815.32865
113260,69308.44901
113261,29365.04232
113262,67249.67695
113263,755150.7417
113264,7617.189469
113265,66131.49885
113266,164412.5764
113267,96047.34928
113268,190041.2389
113269,29212.37805
113270,29493.82726
113271,205705.1255
113272,36157.15654
113273,56753.81656
113274,137504.5498
113275,20185.47428
113276,12164.44549
113277,14858.56028
113278,324927.9293
113279,92497.036
113280,87808.84443
113281,148499.8216
113282,45316.88921
113283,54803.73688
113284,349235.0948
113285,32491.78722
113286,47852.62262
113287,165004.3099
113288,83683.86846
113289,70296.02219
113290,23008.46511
113291,36656.67612
113292,334691.8107
113293,11730.86655
113294,28736.64241
113295,362623.2952
113296,32130.0242
113297,39617.89024
113298,59205.09038
113299,41089.48131
113300,70921.09341
113301,25138.01125
113302,184920.075
113303,76781.41912
113304,169355.6759
113305,48246.50286
113306,29448.96908
113307,137539.6162
113308,38870.33801
113309,58336.52042
113310,17406.40144
113311,83657.94349
113312,32871.59915
113313,191808.2628
113314,17551.7096
113315,95353.63853
113316,49050.73058
113317,71962.63008
113318,23156.6752
113319,31205.65016
113320,97522.41399
113321,26711.8442
113322,45882.1906
113323,49983.64131
113324,13258.26661
113325,12653.91207
113326,24716.27363
113327,62416.99307
113328,11097.06564
113329,373357.5755
113330,167170.3041
113331,10464.96659
113332,54743.46027
113333,197348.7636
113334,26792.44936
113335,11081.26943
113336,113277.1864
113337,8856.588642
113338,59045.0722
113339,26853.61457
113340,56221.67973
113341,161377.2839
113342,60713.35337
113343,20130.91933
113344,7731.799679
113345,13781.12038
113346,45409.3478
113347,95913.09022
113348,128580.1171
113349,50476.85602
113350,38113.72965
113351,133437.1768
113352,55800.94558
113353,118844.9442
113354,41843.17374
113355,150166.8968
113356,88148.85198
113357,15037.3529
113358,117638.8586
113359,362.1124148
113360,121715.7296
113361,132697.9666
113362,148334.6955
113363,61784.6422
113364,79295.42865
113365,98468.8723
113366,35246.00677
113367,60085.44564
113368,30967.63029
113369,91935.89287
113370,17468.20337
113371,203130.1227
113372,27938.37604
113373,166393.479
113374,266526.5602
113375,173008.1091
113376,105662.6981
113377,29853.94631
113378,113010.8093
113379,154897.2
113380,32462.804
113381,157639.1141
113382,224231.1916
113383,36598.00009
113384,214125.7964
113385,160664.2797
113386,36037.37266
113387,172972.2296
113388,92979.09466
113389,24173.69941
113390,143351.6599
113391,35372.37221
113392,15222.18113
113393,54142.12353
113394,14957.50718
113395,67227.52671
113396,9593.649417
113397,24383.34974
113398,25893.78504
113399,56062.07326
113400,364268.7081
113401,26817.40358
113402,488349.2601
113403,215972.4242
113404,27102.51384
113405,51170.96304
113406,32920.97123
113407,232822.3253
113408,143467.3242
113409,89143.61515
113410,12114.69107
113411,43451.57749
113412,48766.62739
113413,743200.1654
113414,53539.72571
113415,16986.14339
113416,74926.86548
113417,760479.7404
113418,290271.0963
113419,34994.73116
113420,29110.31444
113421,26028.42363
113422,136872.8941
113423,57303.77775
113424,58668.93234
113425,42557.83195
113426,190685.5189
113427,171191.4167
113428,165816.7676
113429,156402.296
113430,184519.0673
113431,70400.48728
113432,43274.2445
113433,32020.01919
113434,7892.817361
113435,23336.05964
113436,119533.0128
113437,36016.41738
113438,27085.72439
113439,82319.56786
113440,117804.907
113441,16335.22114
113442,202525.831
113443,193863.2982
113444,165942.0325
113445,56194.92239
113446,24232.94917
113447,27285.66769
113448,33710.53375
113449,90846.30637
113450,131924.9025
113451,41995.0044
113452,148548.829
113453,140797.5814
113454,271057.7012
113455,47719.36815
113456,34506.1982
113457,44720.45513
113458,73047.8037
113459,43176.90761
113460,34078.92905
113461,10629.48006
113462,35258.35904
113463,18567.8765
113464,115895.8835
113465,5607.58311
113466,23327.39857
113467,44891.7512
113468,150792.9117
113469,28452.5295
113470,69795.31359
113471,27119.34533
113472,729951.7479
113473,174198.9787
113474,55309.42582
113475,46708.05169
113476,44743.23603
113477,155211.2344
113478,241545.4715
113479,190138.0478
113480,217109.8449
113481,298766.1939
113482,56033.84318
113483,23154.70158
113484,75584.04231
113485,100040.5146
113486,11502.09121
113487,110090.3004
113488,17065.69764
113489,30510.21507
113490,100120.303
113491,270210.81
113492,34641.0627
113493,110471.3388
113494,37093.69852
113495,148261.4276
113496,61395.18487
113497,91515.11272
113498,53219.85476
113499,45746.56935
113500,69209.41842
113501,42175.29894
113502,254179.8824
113503,37598.61158
113504,238053.9854
113505,9861.244398
113506,8592.296303
113507,193433.1193
113508,146303.0098
113509,33673.67792
113510,194656.5843
113511,184160.9638
113512,39171.74759
113513,35704.17486
113514,64399.22487
113515,23590.90398
113516,613392.9092
113517,19091.98762
113518,54477.5165
113519,130024.2166
113520,353133.3674
113521,146433.0469
113522,34332.09915
113523,65657.83269
113524,62992.6221
113525,63970.64417
113526,37286.27006
113527,90380.85764
113528,58217.98244
113529,54909.02581
113530,78089.89808
113531,116630.052
113532,39537.03598
113533,139207.962
113534,446562.6209
113535,83106.34871
113536,31609.07923
113537,86701.83662
113538,74223.93958
113539,41551.68498
113540,89878.44462
113541,26179.44744
113542,352498.6104
113543,7846.091163
113544,66620.91423
113545,155142.7549
113546,193688.4091
113547,33552.36841
113548,17601.72797
113549,53031.99975
113550,54800.67945
113551,30590.26968
113552,69283.66339
